title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,Bucket,log_sales,critic_clean,critic_missing,year,d_action,d_sports,d_misc,d_adventure,d_shooter,d_racing,d_simulation,d_platform,d_fighting,d_strategy,d_puzzle,d_actionadventure,d_visualnovel,d_music,d_other,d_sega,d_nintendohandheld,d_nintendohome,d_pcmac,d_mshome,d_sonyhandheld,year_c,critic_c
Jig-A-Pix: Wild World,DS,Puzzle,Destineer,Zushi Games Ltd,,0.03,0.03,,0,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Armored Core: Last Raven Portable,PSP,Simulation,From Software,From Software,5,0.03,,0.03,,,Sony Handheld,-3.506558,5,0,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.3
Travel Coach: Europe 1,DS,Misc,Disney Interactive Studios,HMH Hamburger Medien Haus,,0.03,,,0.03,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S.Y.K Renshouden,PS2,Adventure,Idea Factory,Idea Factory,,0.03,,0.03,,,Sony Home,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nettou! Powerful Koushien,DS,Sports,Konami,PawaPuro Production,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chaos;Head - Love Chu*Chu!,X360,Adventure,5pb,Nitroplus,,0.03,,0.03,,,Microsoft Home,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hudson x GReeeeN Live!? DeeeeS!?,DS,Misc,Hudson Soft,Hudson Soft,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,Role-Playing,Gust,Gust,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sea Park Tycoon,DS,Simulation,Destineer,Most Wanted Entertainment,,0.03,0.02,,0.01,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,Adventure,Idea Factory,Idea Factory,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MapleStory DS,DS,Role-Playing,Nexon,Nexon,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
East India Company Collection,PC,Misc,Paradox Interactive,Nitro Games,,0.03,,,0.03,0,PC/Mac,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Age of Conan: Rise of the Godslayer,PC,Role-Playing,Funcom,Funcom,7.9,0.03,,,0.02,0,PC/Mac,-3.506558,7.9,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6
Prince of Persia: The Forgotten Sands,PC,Action,Ubisoft,Ubisoft Montreal,,0.03,,,0.03,0,PC/Mac,-3.506558,7.3,1,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Boot Camp Academy,Wii,Action,Zoo Games,Ubisoft,,0.03,0.03,,,0,Nintendo Home,-3.506558,7.3,1,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senko no Ronde DUO,X360,Fighting,G.Rev,G.Rev,,0.03,,0.03,,,Microsoft Home,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DeathSmiles II X,X360,Shooter,Cave,Cave,,0.03,,0.03,,,Microsoft Home,-3.506558,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,Misc,Kamui,Kamui,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blaze Union: Story to Reach the Future,PSP,Role-Playing,Sting,Sting,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yumeiro Patissiere: My Sweets Cooking,DS,Simulation,Konami,Konami,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alpha Protocol,PC,Role-Playing,Sega,Obsidian Entertainment,,0.03,,,0.03,0.01,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Let's Play Ballerina,Wii,Sports,Deep Silver,ZigZagIsland,,0.03,0.02,,0,0,Nintendo Home,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SingStar Fussballhits,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.03,,,0.02,0.01,Sony Home,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thinkSMART FAMILY!,Wii,Misc,Conspiracy Entertainment,Conspiracy Entertainment,,0.03,0.03,,,0,Nintendo Home,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SD Gundam: Gashapon Wars,Wii,Strategy,Namco Bandai,Bec,,0.03,,0.03,,,Nintendo Home,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,Fighting,SNK Playmore,SNK Playmore Corporation,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1000 Cooking Recipes from ELLE à table,DS,Misc,Nintendo,Agenda,,0.03,,,0.02,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Moto Racer DS,DS,Racing,SouthPeak Interactive,Artefacts Studio,,0.03,,,0.02,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Keshisasu-Kun: Battle Kas-tival,DS,Action,Konami,Konami,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure,Prototype,Visual Arts,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Commander: Conquest of the Americas,PC,Strategy,Paradox Interactive,Nitro Games,,0.03,,,0.02,0,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Divinity II: Flames of Vengeance,PC,Role-Playing,DTP Entertainment,Larian Studios,,0.03,,,0.02,0,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
StormLover,PSP,Adventure,D3 Publisher,Vridge,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Little Bears,DS,Simulation,Zoo Games,B-Alive,,0.03,0.03,,,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Strategy,Irem Software Engineering,Irem Software Engineering,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Schlag den Raab,PC,Misc,Namco Bandai,Namco Bandai Games,,0.03,,,0.02,0,PC/Mac,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
House M.D.,DS,Adventure,Legacy Interactive,Legacy Interactive,,0.03,0.02,,0.01,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swords,Wii,Fighting,Majesco,Panic Button,,0.03,0.03,,,0,Nintendo Home,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,Adventure,Yeti,Yeti,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Who Wants to be a Millionaire: 1st Edition,Wii,Misc,Ubisoft,Route 1 Games,,0.03,,,0.03,0,Nintendo Home,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Who Wants to be a Millionaire: 1st Edition,DS,Misc,Ubisoft,Route 1 Games,,0.03,,,0.03,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tenkaichi * Sengoku Lovers,DS,Adventure,Rocket Company,Rocket Company,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Borderlands: Game of the Year Edition,PC,Shooter,2K Games,Gearbox Software,,0.03,,,0.02,0.01,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
River City Super Sports Challenge,DS,Sports,Aksys Games,"Million Co., Ltd.",,0.03,0.01,0.02,,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DJ Max Portable 3,PSP,Misc,PM Studios,Pentavision Entertainment,,0.03,0.01,0.02,,0,Sony Handheld,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lost Planet 2,PC,Shooter,Capcom,Capcom,,0.03,,,0.02,0,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Girls Only,DS,Simulation,O-Games,Most Wanted Entertainment,,0.03,0.03,,0,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shaun White Skateboarding,PC,Sports,Ubisoft,Ubisoft Montreal,,0.03,,,0.03,0,PC/Mac,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Wars: The Force Unleashed II,PC,Action,LucasArts,LucasArts,6.2,0.03,0.03,,,0,PC/Mac,-3.506558,6.2,0,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.1
Petz: Catz Playground,DS,Simulation,Ubisoft,Ubisoft Nagoya,,0.03,0.02,,,0,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,Adventure,Yeti,Yeti,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kevin Van Dam: Big Bass Challenge,Wii,Sports,Zoo Games,Zoo Games,,0.03,0.03,,,0,Nintendo Home,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rugby League Live,PS3,Sports,Home Entertainment Suppliers,Home Entertainment Suppliers,,0.03,,,0.02,0.01,Sony Home,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rugby League Live,X360,Sports,Home Entertainment Suppliers,Home Entertainment Suppliers,,0.03,,,0.02,0,Microsoft Home,-3.506558,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Heathcliff! The Fast and the Furriest,Wii,Racing,Storm City Games,EC Interactive,,0.03,0.03,,,0,Nintendo Home,-3.506558,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NatGeo Challenge! Wild Life,X360,Misc,D3 Publisher,Gusto Games,,0.03,0,,0.02,0,Microsoft Home,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,Misc,Unknown,Fields,,0.03,,0.03,,,Sony Home,-3.506558,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apache: Air Assault,PC,Simulation,Activision,Gaijin Entertainment,,0.03,,,0.03,0,PC/Mac,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,Simulation,Konami,Konami,,0.03,,0.03,,,Nintendo Handheld/Hybrid,-3.506558,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starry * Sky: In Autumn - PSP Edition,PSP,Adventure,Asgard,Asgard,,0.03,,0.03,,,Sony Handheld,-3.506558,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dennou Senki Virtual-On Force,X360,Fighting,Sega,Hitmaker,,0.03,,0.03,,,Microsoft Home,-3.506558,7.3,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sleepover Party,Wii,Misc,Ubisoft,Ubisoft,,0.04,0.03,,0,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
San Goku Shi DS 3,DS,Strategy,KOEI,Koei,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UK Truck Simulator,PC,Simulation,Excalibur Publishing,SCS Software,,0.04,,,0.04,,PC/Mac,-3.218876,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Casual Mania!,DS,Puzzle,Destineer,Most Wanted Entertainment,,0.04,0.04,,0,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Metal Slug XX,PSP,Shooter,Atlus,SNK Playmore Corporation,6.9,0.04,0.03,,0,0.01,Sony Handheld,-3.218876,6.9,0,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,Fighting,Namco Bandai,Bandai Namco Games,,0.04,,0.04,,,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Espgaluda II Black Label,X360,Shooter,Cave,Cave,,0.04,,0.04,,,Microsoft Home,-3.218876,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cheer We Go!,DS,Misc,Natsume,Natsume,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Saki Portable,PSP,Adventure,Alchemist,Alchemist,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
World Championship Spelling,DS,Misc,505 Games,505 Games,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sushi Go-Round,DS,Simulation,SouthPeak Interactive,Asylum Entertainment,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Winning Post World 2010,PS3,Sports,KOEI,Koei,,0.04,,0.04,,,Sony Home,-3.218876,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free Running,Wii,Sports,Graffiti,Core Design Ltd.,,0.04,0.02,,0.02,0,Nintendo Home,-3.218876,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jane's Hotel,DS,Simulation,Zoo Games,Zoo Games,,0.04,0.03,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Split/Second,PC,Racing,Disney Interactive Studios,Black Rock Studio,,0.04,,,0.04,0.01,PC/Mac,-3.218876,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Attack of the Movies 3D,X360,Shooter,Majesco,Panic Button Games Inc.,,0.04,0.04,,,0,Microsoft Home,-3.218876,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B's-LOG Party♪,PSP,Adventure,Idea Factory,Idea Factory,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,Misc,D3 Publisher,Bisty,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
City Builder,Wii,Strategy,Virtual Play Games,Collision Studios,,0.04,0.04,,,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Harley-Davidson: Road Trip,Wii,Racing,Destineer,TBA,,0.04,0.04,,,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All Points Bulletin,PC,Action,Electronic Arts,Realtime Worlds,7,0.04,,,0.03,0.01,PC/Mac,-3.218876,7,0,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3
Paws & Claws: Regal Resort,DS,Simulation,THQ,Independent Arts Software,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Battle Spirits: Digital Starter,DS,Role-Playing,Namco Bandai,Bandai Namco Games,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Patrician IV,PC,Strategy,Kalypso,Gaming Minds Studios,6.7,0.04,0.03,,0,0,PC/Mac,-3.218876,6.7,0,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.6
Greg Hastings Paintball 2,PS3,Shooter,Majesco,Super X Studios,,0.04,0.03,,,0,Sony Home,-3.218876,7.3,1,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Adventure,Nippon Ichi Software,Flight-Plan,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trick x Logic: Season 2,PSP,Adventure,Sony Computer Entertainment,ChunSoft,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gormiti: The Lords of Nature!,Wii,Adventure,Konami,Climax Group,,0.04,0.03,,0,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Treasures of Montezuma,DS,Puzzle,O-Games,Most Wanted Entertainment,,0.04,0.02,,0.02,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Monster Hunter Frontier Online: Season 9.0,X360,Role-Playing,Capcom,Capcom,,0.04,,0.04,,,Microsoft Home,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shukufuku no Campanella Portable,PSP,Adventure,Kadokawa Shoten,Kadokawa Shoten,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gummy Bears Mini Golf,Wii,Sports,Storm City Games,Beyond Reality,,0.04,0.04,,,0,Nintendo Home,-3.218876,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Honda ATV Fever,Wii,Racing,Storm City Games,Storm City Games,,0.04,0.04,,,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Who Wants to Be a Millionaire: 3rd Edition,DS,Misc,Ubisoft,Ubisoft,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Heavy Rain: Move Edition,PS3,Adventure,Sony Computer Entertainment,Quantic Dream,,0.04,,,0.03,0.01,Sony Home,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deal or No Deal: Special Edition,DS,Misc,Zoo Games,Zoo Games,,0.04,0.03,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
North American Hunting Extravaganza 2,Wii,Sports,Destineer,Arcade Moon,,0.04,0.03,,0,0,Nintendo Home,-3.218876,7.3,1,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Logic Machines,DS,Puzzle,City Interactive,City Interactive,,0.04,0.03,,0,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Heathcliff! Frantic Foto,DS,Misc,Storm City Games,Storm City Games,,0.04,0.04,,,0,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dora's Big Birthday Adventure,PS2,Misc,2K Play,TBA,,0.04,0.02,,0.01,0,Sony Home,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSI: Fatal Conspiracy,PC,Adventure,Ubisoft,Telltale Games,,0.04,0,,0.03,0.01,PC/Mac,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zac to Ombra: Maboroshi no Yuuenchi,DS,Adventure,Konami,Konami,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Da Capo I & II Plus Situation Portable,PSP,Adventure,Kadokawa Shoten,Kadokawa Shoten,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,Action,Namco Bandai,Namco Bandai Games,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NatGeo Challenge! Wild Life,Wii,Misc,D3 Publisher,Gusto Games,,0.04,0.03,,0,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Forza Motorsport 3: Ultimate Collection,X360,Racing,Microsoft Game Studios,Turn 10 Studio,,0.04,,,0.04,0,Microsoft Home,-3.218876,7.3,1,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sherlock Holmes: Secret of The Silver Earring,Wii,Adventure,DreamCatcher Interactive,DreamCatcher Interactive,,0.04,,,0.03,0,Nintendo Home,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Little Busters! Converted Edition,PSP,Adventure,Prototype,Prototype,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,Adventure,Yeti,Yeti,,0.04,,0.04,,,Sony Handheld,-3.218876,7.3,1,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,Role-Playing,ChunSoft,ChunSoft,,0.04,,0.04,,,Nintendo Handheld/Hybrid,-3.218876,7.3,1,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
