title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,Bucket,log_sales,critic_clean,critic_missing,year,d_action,d_sports,d_misc,d_adventure,d_shooter,d_racing,d_simulation,d_platform,d_fighting,d_strategy,d_puzzle,d_actionadventure,d_visualnovel,d_music,d_other,d_sega,d_nintendohandheld,d_nintendohome,d_pcmac,d_mshome,d_sonyhandheld,year_c,critic_c
World Series Baseball,XB,Sports,Sega,Blueshift,,0.23,0.17,,0.05,0.01,Microsoft Home,-1.469676,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
NCAA GameBreaker 2003,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Buffy the Vampire Slayer,XB,Action,Electronic Arts,Double Helix Games,,0.23,0.18,,0.05,0.01,Microsoft Home,-1.469676,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
The Scorpion King: Rise of the Akkadian,PS2,Action,Universal Interactive,Point of View,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Tribes: Aerial Assault,PS2,Shooter,Sierra Entertainment,Midway Studios Austin,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Rocket Power: Beach Bandits,GC,Platform,THQ,Evolution Games,,0.23,0.18,,0.05,0.01,Nintendo Home,-1.469676,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
NBA ShootOut 2003,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Tiger Woods PGA Tour 2003,GC,Sports,EA Sports,EA Redwood Shores,,0.23,0.18,,0.05,0.01,Nintendo Home,-1.469676,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Jet X20,PS2,Racing,Sony Computer Entertainment,Killer Game,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NHL FaceOff 2003,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.23,0.11,,0.09,0.03,Sony Home,-1.469676,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Star Wars Jedi Knight II: Jedi Outcast,GC,Shooter,LucasArts,Vicarious Visions,7.1,0.23,0.18,,0.05,0.01,Nintendo Home,-1.469676,7.1,0,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,-0.2
Genma Onimusha,XB,Action,Capcom,Capcom,,0.24,0.14,0.05,0.04,0.01,Microsoft Home,-1.427116,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Britney's Dance Beat,PS2,Misc,THQ,Metro Graphics,,0.24,0.12,,0.09,0.03,Sony Home,-1.427116,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NCAA College Basketball 2K3,PS2,Sports,Sega,Kush Games,,0.24,0.12,,0.09,0.03,Sony Home,-1.427116,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Exhibition,XB,Misc,Microsoft,Various,,0.25,0.19,,0.05,0.01,Microsoft Home,-1.386294,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
NBA Courtside 2002,GC,Sports,Nintendo,Left Field Productions,7.6,0.25,0.19,,0.05,0.01,Nintendo Home,-1.386294,7.6,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0.3
Triple Play 2002,XB,Sports,EA Sports,Pandemic Studios,,0.25,0.19,,0.05,0.01,Microsoft Home,-1.386294,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
WRC: World Rally Championship,PS2,Racing,BAM! Entertainment,Evolution Studios,,0.25,0.12,,0.09,0.03,Sony Home,-1.386294,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Netsu Chu! Pro Yakyuu 2002,PS2,Sports,Namco,Namco,,0.25,,0.25,,,Sony Home,-1.386294,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Tennis no Oji-Sama: Genius Boys Academy,GBA,Sports,Konami,Konami,,0.25,,0.24,,0.01,Nintendo Handheld/Hybrid,-1.386294,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,0.25,0.15,0.06,0.04,0.01,Nintendo Home,-1.386294,8.4,0,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,1.1
WipEout Fusion,PS2,Racing,BAM! Entertainment,Studio Liverpool,,0.25,0.12,,0.1,0.03,Sony Home,-1.386294,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Medabots AX: Metabee / Rokusho Ver.,GBA,Role-Playing,Natsume,"Imagineer Co., Ltd.",,0.25,0.18,,0.07,0,Nintendo Handheld/Hybrid,-1.386294,7.3,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Spy Kids Challenger,GBA,Platform,Disney Interactive Studios,Game Titan,,0.25,0.18,,0.07,0,Nintendo Handheld/Hybrid,-1.386294,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Butt Ugly Martians: B.K.M. Battles,GBA,Action,Knowledge Adventure,Runecraft,6,0.25,0.18,,0.07,0,Nintendo Handheld/Hybrid,-1.386294,6,0,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-1.3
Nickelodeon Party Blast,GC,Misc,Atari,Data Design Interactive,,0.25,0.19,,0.05,0.01,Nintendo Home,-1.386294,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Drakan: The Ancients' Gates,PS2,Adventure,Sony Computer Entertainment,Surreal Software,,0.26,0.13,,0.1,0.03,Sony Home,-1.347074,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
All-Star Baseball 2003,XB,Sports,Acclaim Entertainment,Acclaim Entertainment,,0.26,0.19,,0.06,0.01,Microsoft Home,-1.347074,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Hey Arnold! The Movie,GBA,Platform,THQ,Altron,5.5,0.26,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,5.5,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-1.8
Super Robot Taisen R,GBA,Strategy,Banpresto,Banpresto,,0.26,,0.25,,0.01,Nintendo Handheld/Hybrid,-1.347074,7.3,1,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-8,0
ATV: Quad Power Racing,GBA,Racing,Acclaim Entertainment,Tantalus Interactive,5.5,0.26,0.18,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,5.5,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-1.8
Riding Spirits,PS2,Racing,BAM! Entertainment,Spike,,0.26,0.13,,0.1,0.03,Sony Home,-1.347074,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Castlevania: Harmony of Dissonance,GBA,Platform,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.04,0.06,0,Nintendo Handheld/Hybrid,-1.347074,8.6,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,1.3
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,THQ,Human Soft,6,0.26,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,6,0,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-1.3
Legaia 2: Duel Saga,PS2,Role-Playing,Eidos Interactive,Contrail,,0.26,0.13,,0.1,0.03,Sony Home,-1.347074,7.3,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Evolution Skateboarding,PS2,Sports,Konami,Konami Computer Entertainment Osaka,,0.26,0.13,,0.1,0.03,Sony Home,-1.347074,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Backyard NFL Football,GC,Sports,Infogrames,Humongous Entertainment,,0.26,0.2,,0.05,0.01,Nintendo Home,-1.347074,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Bionicle: Matoran Adventures,GBA,Platform,Electronic Arts,Argonaut Games,,0.26,0.18,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,Atari,Pronto Games,4.8,0.26,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,4.8,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-2.5
Rugrats: I Gotta Go Party,GBA,Action,THQ,Eurocom Entertainment Software,,0.26,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Tom and Jerry in War of the Whiskers,PS2,Fighting,NewKidCo,VIS Entertainment,,0.26,0.13,,0.1,0.03,Sony Home,-1.347074,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Star Wars: Bounty Hunter,GC,Shooter,LucasArts,LucasArts,,0.26,0.2,,0.05,0.01,Nintendo Home,-1.347074,7.3,1,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,Adventure,NewKidCo,Cinegroupe,,0.26,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.347074,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Knockout Kings 2002,XB,Sports,EA Sports,Black Ops Entertainment,,0.27,0.2,,0.06,0.01,Microsoft Home,-1.309333,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Motocross Maniacs Advance,GBA,Racing,Konami,"Konami Computer Entertainment America, Inc. Honolulu Studio",,0.27,0.2,,0.07,0,Nintendo Handheld/Hybrid,-1.309333,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
NickToons Racing,GBA,Racing,Infogrames,Crawfish Interactive,,0.27,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.309333,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Ty the Tasmanian Tiger,GC,Platform,Electronic Arts,Krome Studios,7.1,0.27,0.21,,0.05,0.01,Nintendo Home,-1.309333,7.1,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,-0.2
NASCAR Thunder 2003,XB,Racing,EA Sports,EA Tiburon,,0.27,0.2,,0.06,0.01,Microsoft Home,-1.309333,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Reign of Fire,PS2,Shooter,BAM! Entertainment,Kuju Entertainment,,0.27,0.13,,0.1,0.03,Sony Home,-1.309333,7.3,1,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
WWE Road to WrestleMania X8,GBA,Fighting,THQ,Natsume,,0.27,0.19,,0.07,0,Nintendo Handheld/Hybrid,-1.309333,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Pro Race Driver,PS2,Racing,Codemasters,Codemasters,,0.27,0.13,,0.1,0.03,Sony Home,-1.309333,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NFL Blitz 20-02,PS2,Sports,Midway Games,Point of View,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Mister Mosquito,PS2,Shooter,Eidos Interactive,Zoom Inc.,6.6,0.28,0.05,0.17,0.04,0.01,Sony Home,-1.272966,6.6,0,2002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-0.7
MX SuperFly featuring Ricky Carmichael,PS2,Racing,THQ,Pacific Coast Power & Light,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Arcade Hits: Frisky Tom,PS,Action,Hamster Corporation,Hamster,,0.28,0.16,,0.11,0.02,Sony Home,-1.272966,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Street Hoops,XB,Sports,Activision,Black Ops Entertainment,,0.28,0.21,,0.06,0.01,Microsoft Home,-1.272966,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Pac-Man Fever,GC,Misc,Namco,Mass Media,5.1,0.28,0.21,,0.06,0.01,Nintendo Home,-1.272966,5.1,0,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,-2.2
NHL Hitz 20-03,PS2,Sports,Midway Games,EA Black Box,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Myst III: Exile,PS2,Adventure,Ubisoft,Presto Studios,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Rocket Power: Beach Bandits,GBA,Platform,THQ,Helixe,,0.28,0.2,,0.07,0.01,Nintendo Handheld/Hybrid,-1.272966,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Disney's Treasure Planet,GBA,Action,Disney Interactive Studios,Disney Interactive,6.3,0.28,0.2,,0.07,0.01,Nintendo Handheld/Hybrid,-1.272966,6.3,0,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-1
Godzilla: Domination!,GBA,Fighting,Atari,WayForward Pocket Team,4.7,0.28,0.2,,0.07,0.01,Nintendo Handheld/Hybrid,-1.272966,4.7,0,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-8,-2.6
Haven: Call of the King,PS2,Platform,Midway Games,Traveller's Tales,,0.28,0.14,,0.11,0.04,Sony Home,-1.272966,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,Misc,Sammy Corporation,Sammy Studios,,0.28,,0.28,,,Sony Home,-1.272966,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Grandia II,PS2,Role-Playing,Ubisoft,Game Arts,7.4,0.29,0.14,,0.11,0.04,Sony Home,-1.237874,7.4,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0.1
Power Pro Kun Pocket 4,GBA,Sports,Konami,Diamond Head,,0.29,,0.29,,0.01,Nintendo Handheld/Hybrid,-1.237874,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
"Sakura Wars 4: Koi Seyo,Otome",DC,Adventure,Sega,Overworks,,0.29,,0.29,,,Sega,-1.237874,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-8,0
Outlaw Golf,XB,Sports,Simon & Schuster Interactive,Hypnotix,,0.29,0.22,,0.06,0.01,Microsoft Home,-1.237874,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Dynasty Tactics,PS2,Strategy,KOEI,Koei,,0.29,0.06,0.16,0.05,0.02,Sony Home,-1.237874,7.3,1,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8,0
From TV Animation One Piece: Treasure Battle!,GC,Fighting,Bandai,Ganbarion,,0.29,,0.28,,0.01,Nintendo Home,-1.237874,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Shrek Super Party,PS2,Misc,TDK Mediactive,Mass Media,,0.29,0.14,,0.11,0.04,Sony Home,-1.237874,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Shrek Swamp Kart Speedway,GBA,Racing,TDK Mediactive,Prolific,,0.3,0.22,,0.08,0.01,Nintendo Handheld/Hybrid,-1.203973,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Burnout,GC,Racing,Acclaim Entertainment,Criterion Games,7.7,0.3,0.23,,0.06,0.01,Nintendo Home,-1.203973,7.7,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0.4
Spirit: Stallion of the Cimarron,GBA,Platform,THQ,Hyperspace Cowgirls,,0.3,0.21,,0.08,0.01,Nintendo Handheld/Hybrid,-1.203973,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Scooby-Doo! Night of 100 Frights,GC,Platform,THQ,Heavy Iron Studios,,0.3,0.23,,0.06,0.01,Nintendo Home,-1.203973,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0
Hard Hitter Tennis,PS2,Sports,Atlus,Magical Company Ltd,,0.3,0.15,,0.11,0.04,Sony Home,-1.203973,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NBA Live 2003,GC,Sports,EA Sports,EA Canada,8.4,0.3,0.23,,0.06,0.01,Nintendo Home,-1.203973,8.4,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,1.1
Star Wars Racer Revenge,PS2,Racing,LucasArts,Rainbow Studios,7.8,0.31,0.15,,0.12,0.04,Sony Home,-1.171183,7.8,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0.5
Disney's Stitch: Experiment 626,PS2,Action,Disney Interactive Studios,High Voltage Software,,0.31,0.15,,0.12,0.04,Sony Home,-1.171183,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Bruce Lee: Quest of the Dragon,XB,Fighting,Universal Interactive,Ronin Entertainment,,0.31,0.23,,0.07,0.01,Microsoft Home,-1.171183,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Blade II,PS2,Action,Activision,Mucky Foot Productions,,0.31,0.15,,0.12,0.04,Sony Home,-1.171183,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NASCAR Thunder 2003,GC,Racing,EA Sports,EA Tiburon,8.8,0.31,0.24,,0.06,0.01,Nintendo Home,-1.171183,8.8,0,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,1.5
Mega Man Battle Network 2,GBA,Action,Ubisoft,Capcom,,0.31,0.22,,0.08,0.01,Nintendo Handheld/Hybrid,-1.171183,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
NBA Inside Drive 2003,XB,Sports,Microsoft Game Studios,High Voltage Software,,0.31,0.23,,0.07,0.01,Microsoft Home,-1.171183,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
"Monsters, Inc.",PS2,Adventure,Sony Computer Entertainment,Artificial Mind and Movement,,0.32,0.15,,0.12,0.04,Sony Home,-1.139434,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Dragon Quest Monsters 1·2,PS,Role-Playing,Enix,TOSE,,0.32,,0.3,,0.02,Sony Home,-1.139434,7.3,1,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Ultimate Fighting Championship: Throwdown,PS2,Fighting,Crave Entertainment,Opus Studio,,0.32,0.16,,0.12,0.04,Sony Home,-1.139434,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Romance of the Three Kingdoms VII,PS2,Strategy,KOEI,Koei,,0.32,0.08,0.16,0.06,0.02,Sony Home,-1.139434,7.3,1,2002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8,0
"Ed, Edd n Eddy: Jawbreakers!",GBA,Adventure,BAM! Entertainment,Crawfish Interactive - Climax,5,0.32,0.23,,0.08,0.01,Nintendo Handheld/Hybrid,-1.139434,5,0,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-2.3
Sega Smash Pack,GBA,Misc,THQ,CodeFire,,0.32,0.23,,0.08,0.01,Nintendo Handheld/Hybrid,-1.139434,7.3,1,2002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
NBA 2K3,XB,Sports,Sega,Visual Concepts,,0.32,0.24,,0.07,0.01,Microsoft Home,-1.139434,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Shenmue II,XB,Adventure,Microsoft,Sega-AM2,7.9,0.32,0.22,,0.08,0.01,Microsoft Home,-1.139434,7.9,0,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0.6
Kelly Slater's Pro Surfer,PS2,Sports,Activision,Treyarch,,0.33,0.16,,0.13,0.04,Sony Home,-1.108663,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Disney's Treasure Planet,PS2,Action,Sony Computer Entertainment,Bizarre Creations,,0.33,0.16,,0.13,0.04,Sony Home,-1.108663,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Legends of Wrestling II,PS2,Fighting,Acclaim Entertainment,Acclaim Studios Salt Lake City,,0.33,0.16,,0.13,0.04,Sony Home,-1.108663,7.3,1,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Spy Hunter,XB,Racing,Midway Games,Point of View,,0.34,0.25,,0.07,0.01,Microsoft Home,-1.078810,7.3,1,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Driver 2 Advance,GBA,Action,Atari,Sennari Interactive,6.8,0.34,0.25,,0.09,0.01,Nintendo Handheld/Hybrid,-1.078810,6.8,0,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-0.5
The Wild Thornberrys Movie,GBA,Platform,THQ,"Human Soft, Inc.",,0.34,0.25,,0.09,0.01,Nintendo Handheld/Hybrid,-1.078810,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Aggressive Inline,PS2,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",8.7,0.35,0.17,,0.13,0.04,Sony Home,-1.049822,8.7,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,1.4
Disney's Tarzan: Return to the Jungle,GBA,Action,Activision,Digital Eclipse,6.9,0.35,0.25,,0.09,0.01,Nintendo Handheld/Hybrid,-1.049822,6.9,0,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,-0.4
Rugrats: Royal Ransom,PS2,Platform,THQ,Avalanche Software,,0.35,0.17,,0.13,0.04,Sony Home,-1.049822,7.3,1,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Hamster Club 3,GBA,Simulation,Jorudan,Jorudan,,0.36,,0.35,,0.01,Nintendo Handheld/Hybrid,-1.021651,7.3,1,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Cubix Robots for Everyone: Clash 'n' Bash,GBA,Action,10TACLE Studios,Blitz Games,,0.36,0.26,,0.1,0.01,Nintendo Handheld/Hybrid,-1.021651,7.3,1,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-8,0
Kamaitachi no Yoru 2,PS2,Adventure,ChunSoft,ChunSoft,,0.36,,0.36,,,Sony Home,-1.021651,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
NBA Live 2003,XB,Sports,EA Sports,EA Canada,,0.36,0.31,,0.04,0.01,Microsoft Home,-1.021651,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
Harry Potter and the Chamber of Secrets,XB,Adventure,Electronic Arts,Eurocom Entertainment Software,,0.36,0.27,,0.08,0.01,Microsoft Home,-1.021651,7.3,1,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
NBA Inside Drive 2002,XB,Sports,Microsoft,High Voltage Software,,0.37,0.28,,0.08,0.01,Microsoft Home,-0.994252,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8,0
High Heat Major League Baseball 2003,PS2,Sports,3DO,3DO,,0.37,0.18,,0.14,0.05,Sony Home,-0.994252,7.3,1,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0
Pac-Man World 2,GC,Platform,Namco,Namco,7.5,0.37,0.28,,0.07,0.01,Nintendo Home,-0.994252,7.5,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0.2
